"kanji","hanviet","radical","stroke","onyomi","level","kunyomi","meaning"
蝴,HỒ,TRÙNG【虫】,15,コ、グ,N0,"","con bướm, xem 蝶"
蝗,HOÀNG,TRÙNG【虫】,15,コウ、オウ,N0,いなご,con châu chấu
嬉,HI,NỮ【女】,15,キ,N0,うれ.しい、うれし、うらし、たの.しむ,"hạnh phúc, vui mừng, dễ chịu, vui vẻ"
蝎,HẠT,TRÙNG【虫】,15,カツ、ガチ,N0,さそり,"con bò cạp, chòm sao bò cạp"
蝦,HÀ,TRÙNG【虫】,15,カ、ゲ,N0,えび、えみ,"tôm, tôm hùm"
噛,GIẢO,KHẨU【口】,15,ギョウ、ゴウ、コウ,N0,か.む,"cắn, nhai, gặm"
撹,GIÁC,THỦ【手】,15,カク、コウ,N0,みだ.す,gây hỗn loạn
價,GIÁ,NHÂN【人】,15,カ、ケ,N0,あたい,"giá trị, xem 価"
駕,GIÁ,MÃ【馬】,15,ガ、カ、ケ,N0,"","đóng bò hay ngựa vào xe, việc đi lại bằng xe bò hay ngựa, chế ngự, sử dụng thành thạo, khởi binh, cho đi lên trên"
墹,GIAN,THỔ【土】,15,"",N0,まま,vẫn như vậy
噎,Ế,KHẨU【口】,15,イツ、エツ,N0,む.せる、むせ.ぶ,"nghẹt, tắc thở, bị nghẹt thở"
噂,ĐỒN,KHẨU【口】,15,ソン,N0,うわさ,tin đồn
墮,ĐỌA,THỔ【土】,15,ダ,N0,おち.る、くず.す、くず.れる,"đi xuống, sa vào, phá hủy, phân hủy, tàn lụi, xem 堕"
蝶,ĐIỆP,TRÙNG【虫】,15,チョウ,N0,"","con bướm, xem 蝴"
嶝,ĐĂNG,SƠN【山】,15,トウ,N0,さかみち,đường lên dốc
憚,ĐẠN,TÂM【心】,15,タン、タ,N0,はばか.る,"do dự, e ngại, gây ảnh hưởng, khống chế"
蕩,ĐÃNG,THẢO【艸】,15,トウ,N0,"","đu đưa, lang thang, hư đốn"
彈,"ĐÀN,ĐẠN",CUNG【弓】,15,ダン、タン,N0,ひ.く、はず.む、たま、はじ.く、はじ.ける、ただ.す,"đánh đàn, nảy bật lên, viên đạn, búng, gõ nhẹ, bửa tách, chia, xem 弾"
慾,DỤC,TÂM【心】,15,ヨク,N0,"","ao ước, xem 欲"
蝓,DU,TRÙNG【虫】,15,ユ,N0,なめくじ,"con ốc sên, xem 蛞"
蝣,DU,TRÙNG【虫】,15,ユウ、ユ,N0,かげろう,"con phù du, xem 蜉"
樣,DẠNG,MỘC【木】,15,ヨウ、ショウ,N0,さま,"dạng cổ của 様, hình dáng, tư thế, kiểu, loại, đơn vị đếm chủng loại, cây dạng, một loại sồi, cách làm, tiếng xưng hô đi sau tên người biểu thị sự kính trọng"
僵,CƯƠNG,NHÂN【人】,15,キョウ,N0,たお.れる,"cứng ngắc, kẹt cứng, sụp đổ"
樛,CÙ,MỘC【木】,15,キュウ,N0,まが.る、めぐ.る、つが,"cong, trườn uốn, cây độc cần nhật"
墸,CHỪ,THỔ【土】,15,チョ,N0,"","do dự, ngập ngừng"
樟,CHƯƠNG,MỘC【木】,15,ショウ,N0,くす,"cây long não, cây cao trên 30m, ra hoa trắng vàng nhỏ vào khoảng tháng 5, gỗ cứng nên được sử dụng nhiều, đặc biệt từ thân cây người ta có thể lấy được trầm hương"
摯,CHÍ,THỦ【手】,15,シ,N0,いた.る,"quà tặng khi gặp mặt, thành thật, cho đến cùng, thỏa mãn"
槿,CẬN,MỘC【木】,15,キン、コン,N0,むくげ,cây dâm bụt
駒,CÂU,MÃ【馬】,15,ク,N0,こま,ngựa con
憬,CẢNH,TÂM【心】,15,ケイ,N0,あこが.れる,"khao khát, ao ước, thèm muốn"
槹,CAO,MỘC【木】,15,コウ,N0,"",con quay đặt ở trên mặt giếng để kéo nước lên cho dễ
蝠,BỨC,TRÙNG【虫】,15,フク,N0,こうもり,"con dơi, xem 蝙"
蝙,"BIÊN,BIỂN",TRÙNG【虫】,15,ヘン,N0,こうもり,"con dơi, xem 蝠"
撥,BÁT,THỦ【手】,15,ハツ、バチ,N0,は.ねる,"loại trừ, búng tay, va chạm"
播,BÁ,THỦ【手】,15,ハ、バン、ハン,N0,ま.く,"gieo rắc, rải rắc, phân tán"
瘢,BAN,NẠNH【疒】,15,ハン、バン,N0,あと、とが,"vết sẹo phẳng, khuyết điểm"
毆,ẨU,THÙ【殳】,15,オウ、ク,N0,う.つ、なぐ.る、たた.く,"dạng cũ của 殴, đánh đập, đánh nhau"
歐,"ÂU,ẨU",KHIẾM【欠】,15,オウ,N0,は.く,"""dạng cổ của 欧, nôn mửa, đánh, cố sức hát, xem <a href="""" 謳, châu âu"""
噫,Ý,KHẨU【口】,16,イ、アイ、オク,N0,ああ、おくび,"ah!, ôi chao!, than ôi!, sự ợ, trớ"
燕,"YẾN,YÊN",THẢO【艸】,16,エン,N0,つばめ、やす.んずる,"uống rượu, như 宴, chim yến, nghỉ ngơi, nước yên, đất yên"
暹,XIÊM,NHẬT【日】,16,セン,N0,"","bình minh, mặt trời mọc"
薇,VI,THẢO【艸】,16,ビ、ミ,N0,ぜんまい,"một loại dương xỉ ăn được, một loại cây họ đậu có quả ăn được, cây tường vi, cây hoa bách nhật hồng"
衞,VỆ,SÁCH【彳】,16,エイ、エ,N0,まも.る、まもり,"bảo vệ, sự bảo vệ, xem 衛"
壅,UNG,ĐẦU【亠】,16,ヨウ,N0,ふさ.ぐ,"đóng lại, bít lại"
橡,TƯỢNG,MỘC【木】,16,ショウ、ゾウ,N0,とち、くぬぎ,"hạt dẻ ngựa nhật, cây họ sồi"
薔,"TƯỜNG,SẮC",THẢO【艸】,16,シキ、ソク、ショク、ショウ,N0,みずたで,"một loại cỏ sống gần nước, lá và hoa thuôn dài, cây tường vi"
墻,TƯỜNG,THỔ【土】,16,ショウ,N0,かき,"hàng rào, bờ giậu"
髭,TƯ,TIÊU【髟】,16,シ,N0,ひげ、くちひげ,"râu, ria mép"
擇,TRẠCH,THỦ【手】,16,タク,N0,えら.ぶ,"chọn lựa, xem 択"
樽,TÔN,MỘC【木】,16,ソン,N0,たる,thùng (rượu)
錫,TÍCH,KIM【金】,16,セキ、シャク,N0,すず、たま.う,"kim loại thiếc, thiếc, tráng thiếc"
樵,TIỀU,MỘC【木】,16,ショウ,N0,たきぎ、きこ.る、きこり,"củi, đẵn củi, tiều phu"
僭,TIẾM,NHÂN【人】,16,シン、セン,N0,せん.する、おご.る,"vượt quyền, chiếm vị trí quá cao"
儔,THỌ,NHÂN【人】,16,チュウ、ジュ,N0,ともがら,"bạn, đồng loại"
橢,THỎA,MỘC【木】,16,ダ,N0,"","hình bầu dục, hình e-líp"
膳,THIỆN,NHỤC【肉　月】,16,ゼン、セン,N0,かしわ、すす.める、そな.える、ぜ、よし,"bàn thấp nhỏ, cái khay, cái khay bốn chân đựng thức ăn trong ngày hội"
擅,THIỆN,THỦ【手】,16,セン,N0,ほしいまま,"ích kỷ, buông thả, chuyên quyền"
懆,THAO,TÂM【心】,16,ソウ,N0,"",không dễ dàng
劑,TỄ,ĐAO【刀】,16,ザイ、スイ、セイ,N0,"","thuốc, liều thuốc, xem 剤"
儕,TỀ,NHÂN【人】,16,セイ、サイ,N0,ともがら,"bạn, vật cùng đôi"
儘,TẬN,NHÂN【人】,16,ジン,N0,まま、ことごとく,"như, bởi vì, vẫn như thế"
薮,TẨU,THẢO【艸】,16,ソウ,N0,さわ、やぶ,"ao đầm, bụi cỏ, lùm tre"
噪,TÁO,KHẨU【口】,16,ソウ,N0,さわ.ぐ,ồn ào
餐,SAN,THỰC【食】,16,サン、ソン,N0,"","ăn uống, bữa ăn, đẹp, nghe"
橘,QUẤT,MỘC【木】,16,キツ,N0,たちばな,cây quất (quít)
舘,QUÁN,NHÂN【人】,16,カン,N0,やかた、たて、たち,"biệt thự, dinh thự, tòa nhà lớn"
諷,PHÚNG,NGÔN【言】,16,フウ,N0,そら.んじる,"nói bóng gió, châm biếm, chế nhạo"
旙,PHIẾN,PHƯƠNG【方】,16,ヘン、ハン,N0,はた,lá cờ rộng bản
噬,PHỆ,KHẨU【口】,16,ゼイ,N0,か.む,cắn
樸,PHÁC,MỘC【木】,16,ボク、ハク、ホク,N0,"","củi thô, chất phác, giản dị, xem 朴"
鮎,NIÊM,NGƯ【魚】,16,デン、ネン,N0,あゆ,"cá trê (cá chẻm, cá măng)"
橈,NHIÊU,MỘC【木】,16,ドウ、ジョウ、ニョウ,N0,たわ.む、たわ.める、くじ.く,"cong đi, làm cong, uốn cong, chán nản"
憖,NGẬN,TÂM【心】,16,ギン,N0,ねが.う、きずつ.ける、いた.む、なまじ.い,"hy vọng, gây thương tích, đau khổ, không tận tâm, vô tư lự, cười phô cả bựa răng"
諺,NGẠN,NGÔN【言】,16,ゲン,N0,ことわざ,"ngạn ngữ, phương ngôn"
諤,NGẠC,NGÔN【言】,16,ガク,N0,い.う,nói điều ngay thẳng
嶬,NGA,SƠN【山】,16,ギ,N0,"","cao lớn, nguy nga"
蟆,MÔ,TRÙNG【虫】,16,バ、メ、マ,N0,ひき,con cóc
蟇,MÔ,THẢO【艸】,16,バ、マ,N0,ひき,"dạng khác của 蟆, con cóc"
螟,MINH,TRÙNG【虫】,16,メイ、ミョウ,N0,ずいむし、あおむし,"sâu hại mầm lúa, một thứ sâu hại rau, tò vò thường bắt để đẻ trứng lên mình sâu, xem 蛉"
麺,MIẾN,MẠCH【麥】,16,メン、ベン,N0,"","mì sợi, bột mì"
錨,MIÊU,KIM【金】,16,ビョウ、ミョウ,N0,いかり,cái mỏ neo
默,MẶC,HẮC【黒】,16,モク、ボク,N0,だ.まる、もだ.す,"dạng cũ của 黙, lặng yên, làm yên lặng"
罹,LY,VÕNG【网】,16,リ、ラ,N0,かか.る,bị bệnh
蕗,LỘ,THẢO【艸】,16,ロ、ル,N0,"",rau đại hoàng
擂,LÔI,THỦ【手】,16,ライ,N0,す.る、う.つ,"xay, nghiền, đánh trống"
龍,"LONG,SỦNG",LONG【龍】,16,リュウ、リョウ、ロウ,N0,たつ,"dạng cũ của 竜, con rồng, thiên tử, dùng để chỉ những những sự vật, hiện tượng, con người phi thường, ngựa cao tám xích trở lên, mạch núi, đuối sức rơi lại phía sau, dùng để đặt tên かみ、きみ、しげみ、たつ、とお、とおる、めぐむ"
瘰,LOA,NẠNH【疒】,16,ルイ、ラ、ライ,N0,"",bướu cổ
勵,LỆ,LỰC【力】,16,レイ,N0,はげ.む、はげ.ます,"khích lệ, xem 励"
廩,LẪM,NGHIỄM【广】,16,リン,N0,くら,"kho thóc, gạo"
懍,LẪM,TÂM【心】,16,リン、ラン,N0,"","oai nghiêm, run sợ"
瘻,LÂU,NẠNH【疒】,16,ロウ、ル,N0,できもの、せむし,"bướu cứng ở cổ, bệnh tràng nhạc, người gù lưng"
憐,LÂN,TÂM【心】,16,レン,N0,あわ.れむ、あわ.れみ,"thương xót, lòng thương"
燗,LẠN,HỎA【火】,16,カン、ラン,N0,に.る、かん.する,"ninh nhừ, hâm nóng rượu trước khi uống"
螂,LANG,TRÙNG【虫】,16,ロウ,N0,かまきり,con bọ ngựa
曁,KỴ,NHẬT【日】,16,キ、ケ,N0,およ.ぶ,"tiến đến (vị trí hay thời điểm), bình minh, rạng đông, cứng cỏi"
冀,KÝ,BÁT【八】,16,キ,N0,こいねが.う、こいねが.わくは,mong mỏi
徼,"KIỂU,KHIẾU",SÁCH【彳】,16,キョウ、ギョウ,N0,もと.める、うかが.う,"miền biên giới, đòi hỏi (vô lý), tuần tra, xem xét"
黔,KIỀM,HẮC【黒】,16,ケン、ゲン、キン、ゴン,N0,くろ.い、くろ.む,"đen, trở nên đen, biệt danh của tỉnh quí châu"
劒,KIẾM,ĐAO【刀】,16,ケン,N0,つるぎ,"kiếm, gươm"
劔,KIẾM,ĐAO【刀】,16,ケン,N0,つるぎ,"thanh gươm, xem 剣"
嘯,KHIẾU,KHẨU【口】,16,ショウ、シツ,N0,うそぶ.く,"gầm, hú, giả vờ không biết hay không quan tâm, phóng đại"
橇,KHIÊU,MỘC【木】,16,セイ、サイ、ゼイ、キョウ,N0,そり,"một dụng cụ đi trên bùn tại trung quốc thời xưa, ngày nay là vật dùng để chuyên chở trên tuyết và băng"
檠,KỀNH,MỘC【木】,16,ケイ、ギョウ,N0,ゆだめ,"dụng cụ để nắn cung, dụng cụ chỉnh sửa vật cong, cái chân đèn"
薊,KẾ,THẢO【艸】,16,ケイ、ケ,N0,あざみ,"cây lá gai, cây a-ti-sô"
憙,"HÝ,HÍ",TÂM【心】,16,キ,N0,よろこ.ぶ、ああ、この.む,"vui mừng, thán từ, yêu, thích, xem 喜"
歔,HƯ,HỔ【虍】,16,キョ,N0,すすりな.く,khóc sụt sùi
螢,HUỲNH,TRÙNG【虫】,16,ケイ,N0,ほたる,con đom đóm
勳,HUÂN,LỰC【力】,16,クン,N0,いさお、いさ,"công trạng, xem 勲"
學,HỌC,TỬ【子】,16,ガク,N0,まな.ぶ,"học, xem 学"
寰,HOÀN,MIÊN【宀】,16,カン,N0,"","lãnh thổ đế quốc, thế giới"
圜,HOÀN,VI【囗】,16,カン、エン,N0,まる.い、めぐ.る,"vòng, đi vòng quanh"
曉,HIỂU,NHẬT【日】,16,キョウ、ギョウ,N0,あかつき、さと.る,"rạng đông, trở nên rõ ràng, hiểu rõ, xem 暁"
嶮,HIỂM,SƠN【山】,16,ケン,N0,けわ.しい,"nơi không thể xâm nhập, vị trí dựng đứng, con mắt sắc bén, dốc đứng"
歙,"HẤP,THIỆP",KHIẾM【欠】,16,キュウ、コウ、ショウ,N0,す.う,"hút vào, xem 吸, sắp xếp đồng nhất, tên một địa danh tại tỉnh an huy, trung quốc, nơi nổi tiếng về sản phẩm nghiên mực"
頷,HẠM,HIỆT【頁】,16,ガン、カン、ゴン,N0,うなず.く、あご,"gật đầu đồng ý, ra hiệu, cái cằm"
翰,HÀN,VŨ【羽】,16,カン,N0,ふで、はね、やまどり、ふみ,"bài viết, lá thư, bút lông"
骸,HÀI,CỐT【骨】,16,ガイ、カイ,N0,むくろ,"thân thể, thi hài, hài cốt"
廨,GIẢI,NGHIỄM【广】,16,カイ、ケ,N0,やくしょ,văn phòng chính phủ
懈,GIẢI,TÂM【心】,16,ケ、カイ,N0,おこた.る,"lười biếng, chểnh mảng"
諧,GIAI,NGÔN【言】,16,カイ,N0,かな.う、やわ.らぐ,hòa hợp
殪,Ế,NGẠT【歹】,16,エイ、アイ,N0,たお.す、たお.れる、つき.る,"làm ngã, làm đổ, ngã, rơi, cạn kiệt, hết"
噸,ĐỐN,KHẨU【口】,16,トン,N0,"",một tấn
暾,ĐÔN,NHẬT【日】,16,トン,N0,あさひ,"tia nắng, buổi sáng, bình minh"
諜,ĐIỆP,NGÔN【言】,16,チョウ,N0,"","dò xét, văn thư"
燈,ĐĂNG,HỎA【火】,16,トウ,N0,ひ、ほ-、ともしび、とも.す、あかり,cái đèn
撻,ĐẠT,THỦ【手】,16,タツ,N0,むちうつ,"quất mạnh, đánh"
澹,ĐẠM,THỦY【水】,16,タン、セン,N0,"",mờ nhạt
黛,ĐẠI,HẮC【黒】,16,タイ、ダイ,N0,まゆずみ,"thuốc đen của đàn bà để vẽ lông mày, lông mày đã vẽ, màu xanh sẫm"
憺,ĐẢM,TÂM【心】,16,タン,N0,やすらか,thanh bình
擔,ĐẢM,THỦ【手】,16,タン,N0,かつ.ぐ、にな.う,"mang trên vai, gánh vác, xem 担"
殫,"ĐÀN,ĐẠN",NGẠT【歹】,16,タン,N0,たお.す、たお.れる、つき.る、ことごと.く,"đánh ai ngã, làm cho ngã, ngã, rơi, cạn kiệt, toàn bộ"
嶼,"DỮ,DỰ",SƠN【山】,16,ショ,N0,しま,"đảo nhỏ, đảo đá nhô lên khỏi mặt nước"
叡,DUỆ,HỰU【又】,16,エイ,N0,あき.らか,"thông minh, xem xa thấy rộng, thuộc về vua chúa"
諛,DU,NGÔN【言】,16,ユ,N0,"","nịnh hót, a dua, ca tụng"
懌,DỊCH,TÂM【心】,16,エキ,N0,よろこ.ぶ,vui mừng
穎,DĨNH,HIỆT【頁】,16,エイ、ヨウ,N0,ほさき、さき,"bông lúa, ngọn lúa, đầu nhọn, ngòi bút, giỏi hơn ai đó ở một điểm nào đó"
彜,DI,KÝ【ヨ】,16,イ,N0,つね,"chén uống rượu, đồ dùng trong tôn miếu, qui chuẩn đạo đức, thường gặp"
據,CỨ,THỦ【手】,16,キョ、コ,N0,よ.る,"chiếm cứ, căn cứ vào, xem 拠"
襁,CƯỠNG,Y【衣】,16,キョウ、コウ,N0,むつき,"cái địu trẻ con ở sau lưng, tã lót"
彊,CƯỜNG,CUNG【弓】,16,キョウ、ゴウ,N0,つよ.い、つよし,"mạnh mẽ, xem 強"
鋸,CƯ,KIM【金】,16,キョ、コ,N0,のこ、のこぎり,cái cưa
窶,"CŨ,LŨ",HUYỆT【穴】,16,ク、グ、ロウ、ル,N0,や.つる、や.つれる,"do nghèo túng mà không thể sinh sống đàng hoàng được, tiều tụy vì lo lắng"
瘴,CHƯỚNG,NẠNH【疒】,16,ショウ,N0,"","khí độc, chướng khí"
嘴,CHỦY,KHẨU【口】,16,シ,N0,はし、くちばし,mỏ chim
麈,CHỦ,LỘC【鹿】,16,シュ、ス,N0,おおじか,"cái đập ruồi bằng lông đuôi ngựa của thầy tu, nai sừng tấm"
戰,CHIẾN,QUA【戈】,16,セン,N0,いくさ、たたか.う、おのの.く、そよ.ぐ,"chiến tranh, đánh nhau, rùng mình, run bắn lên vì sợ hãi, kêu xào xạc, lắc lư, run sợ, xem 戦"
橙,CHANH,MỘC【木】,16,トウ,N0,だいだい,quả cam gắt
錦,CẨM,KIM【金】,16,キン,N0,にしき,"vải gấm, lời khen"
擒,CẦM,THỦ【手】,16,キン,N0,とら.える、とりこ,"bắt giữ, tù nhân"
噤,CẤM,KHẨU【口】,16,キン,N0,つぐ.む,"ngậm miệng, không nói"
橄,CẢM,MỘC【木】,16,カン,N0,"",quả olive
撼,CẢM,THỦ【手】,16,カン,N0,うごか.す,"gây chấn động mạnh (vật chất &amp, tinh thần)"
嚆,CAO,KHẨU【口】,16,コウ,N0,さけ.ぶ,"kêu, gọi"
嬖,BẾ,NỮ【女】,16,ヘイ,N0,きにいり,"người được ưa thích, yêu quí"
憑,BẰNG,TÂM【心】,16,ヒョウ,N0,つ.く、つか.れる、よ.る、たの.む,"bằng chứng, chứng cớ, ám ảnh ai đó, bị ám ảnh, dựa vào, phụ thuộc"
憊,BẠI,TÂM【心】,16,ハイ、バイ,N0,つか.れる,"chán nản, mệt mỏi"
鴨,ÁP,CỔN【丨】,16,オウ,N0,かも,vịt trời
墺,ÁO,THỔ【土】,16,オウ、イク,N0,きし,"nước áo, bờ biển"
懊,ÁO,TÂM【心】,16,オウ,N0,じれった.い、なや.む,"khó chịu, bực mình, đau khổ, lo lắng"
霙,ANH,VŨ【雨】,16,エイ、ヨウ、オウ,N0,みぞれ,"mưa lẫn tuyết, nhìn giống như cánh hoa rơi, hoa tuyết trắng bay trong không khí"
諳,AM,NGÔN【言】,16,アン、オン,N0,そら.んずる、さと.る,"lẩm nhẩm thuộc lòng, kể lể, nghe kỹ hiểu thấu, am tường"
蟀,XUẤT,TRÙNG【虫】,17,シュツ、シュチ、ソツ,N0,こおろぎ,"con dế mèn, xem 蟋"
燦,XÁN,HỎA【火】,17,サン,N0,あぎやか,"xán lạn, rực rỡ"
黝,ỬU,HẮC【黒】,17,ユウ,N0,あおぐろ,sắc đen hơi xanh
應,ỨNG,NGHIỄM【广】,17,オウ、ヨウ,N0,あた.る、まさに、こた.える,"đúng, chính xác, trả lời, xem 応"
臆,ỨC,NHỤC【肉　月】,17,オク、ヨク,N0,むね、おくする,"ngực, mỏ ác, sợ hãi, nhút nhát"
膺,ƯNG,NHỤC【肉　月】,17,ヨウ、オウ,N0,むね,"đánh đập, lồng ngực"
嚊,TỴ,KHẨU【口】,17,ヒ,N0,かかめ、かかあ、はないき,"vợ (già) của ai đó, khịt mũi, thở mạnh qua mũi"
檣,TƯỜNG,MỘC【木】,17,ショウ,N0,ほばしら,cột buồm
駿,TUẤN,MÃ【馬】,17,シュン、スン,N0,"","ngựa tốt, mau, cao lớn, tài giỏi"
儲,"TRỪ,TRỮ",NHÂN【人】,17,チョ,N0,もう.ける、もう.かる、もうけ、たくわ.える,"kiếm được, mang lại lợi ích, mang, sinh ra một đứa trẻ, để có lợi, để đạt được lợi nhuận, lợi nhuận"
黜,TRUẤT,HẮC【黒】,17,チュツ、チュチ,N0,しりぞ.ける、へら.す,"gạt đi, xua đi không dùng nữa, giảm, bỏ"
櫛,TRẤT,MỘC【木】,17,シツ,N0,くし、くしけず.る,"cái lược, gỡ, chải tóc, xếp đều như răng lược"
擢,TRẠC,THỦ【手】,17,テキ、タク,N0,ぬ.く、ぬき.んでる,"kéo ra ngoài, xuất sắc, kiệt xuất"
褻,TIẾT,ĐẦU【亠】,17,セツ,N0,けが.れる、な.れる,"hỗn với người trên, bẩn thỉu, dơ dáy"
曙,THỰ,NHẬT【日】,17,ショ,N0,あけぼの,"hửng sáng, lúc rạng đông, bắt đầu ngày mới"
螫,THÍCH,TRÙNG【虫】,17,セキ、シャク,N0,さ.す,"bị đốt bởi côn trùng, bị đốt sưng đỏ, nọc độc côn trùng"
擠,"TỂ,TÊ",THỦ【手】,17,セイ、サイ,N0,お.す,"đun đẩy, chèn ép"
嬪,TẦN,NỮ【女】,17,ヒン,N0,ひめ,công chúa
蟋,TẤT,TRÙNG【虫】,17,シツ、シチ,N0,こおろぎ,"con dế mèn, xem 蟋"
擯,TẤN,THỦ【手】,17,ヒン,N0,しりぞ.ける,"đẩy lùi, cự tuyệt"
賽,TÁI,MIÊN【宀】,17,サイ,N0,"","đua thể thao, vượt qua, giỏi hơn"
簒,SOÁN,TRÚC【竹】,17,サン、セン,N0,うば.う,soán đoạt
齔,SẤN,SỈ【齒】,17,シン,N0,かけば,"gãy răng sữa, trẻ ở độ tuổi gãy răng sữa"
癈,PHẾ,NẠNH【疒】,17,ハイ、ホ,N0,"","tàn phế, bệnh nan y"
糞,PHẨN,MỄ【米】,17,フン,N0,くそ、はら.う,"phân động vật, bón phân, bỏ đi, quét dọn"
黻,PHẤT,CHỈ【黹】,17,フツ、ホチ,N0,ひざかけ,"hình thêu hoa nửa xanh nửa đen như hình hai chữ 己 áp lưng với nhau, cái bịt đầu gối khi tế lễ"
擘,PHÁCH,THỦ【手】,17,ハク、ヒャク、ヘキ、ヒャク,N0,さ.く、おやゆび,"dọc, xé, ngón tay (chân) cái"
膿,NỒNG,NHỤC【肉　月】,17,ノウ、ドウ,N0,うみ,mủ
嚀,NINH,KHẨU【口】,17,ネイ、ニョウ,N0,"",tử tế
孺,NHỤ,TỬ【子】,17,ジュ,N0,おさない、ちのみご,"rất trẻ, ấu trĩ, trẻ còn ẵm ngửa"
嬬,NHU,NỮ【女】,17,ジュ,N0,よわ.い、つま,"yếu, bà chủ nhà"
